Sorted container:
Container contains 10000 elements.0: It is Parallelepiped: a = 20, b = 20, c = 20. SurfaceArea = 2400.000000.
1173: It is Parallelepiped: a = 20, b = 14, c = 3. SurfaceArea = 764.000000.
1174: It is Parallelepiped: a = 9, b = 12, c = 13. SurfaceArea = 762.000000.
1175: It is Parallelepiped: a = 12, b = 9, c = 13. SurfaceArea = 762.000000.
1176: It is Parallelepiped: a = 18, b = 4, c = 14. SurfaceArea = 760.000000.
1177: It is Parallelepiped: a = 20, b = 10, c = 6. SurfaceArea = 760.000000.
1178: It is Parallelepiped: a = 4, b = 18, c = 14. SurfaceArea = 760.000000.
1179: It is Parallelepiped: a = 18, b = 4, c = 14. SurfaceArea = 760.000000.
1180: It is Parallelepiped: a = 18, b = 4, c = 14. SurfaceArea = 760.000000.
1181: It is Parallelepiped: a = 18, b = 4, c = 14. SurfaceArea = 760.000000.
1182: It is Parallelepiped: a = 9, b = 14, c = 11. SurfaceArea = 758.000000.
1183: It is Parallelepiped: a = 11, b = 9, c = 14. SurfaceArea = 758.000000.
1184: It is Parallelepiped: a = 19, b = 1, c = 18. SurfaceArea = 758.000000.
1185: It is Parallelepiped: a = 9, b = 11, c = 14. SurfaceArea = 758.000000.
1186: It is Parallelepiped: a = 1, b = 19, c = 18. SurfaceArea = 758.000000.
1187: It is Parallelepiped: a = 6, b = 12, c = 17. SurfaceArea = 756.000000.
1188: It is Parallelepiped: a = 8, b = 9, c = 18. SurfaceArea = 756.000000.
1189: It is Parallelepiped: a = 18, b = 9, c = 8. SurfaceArea = 756.000000.
1190: It is Parallelepiped: a = 8, b = 18, c = 9. SurfaceArea = 756.000000.
1191: It is Parallelepiped: a = 12, b = 17, c = 6. SurfaceArea = 756.000000.
1192: It is Parallelepiped: a = 1, b = 17, c = 20. SurfaceArea = 754.000000.
1193: It is Parallelepiped: a = 13, b = 13, c = 8. SurfaceArea = 754.000000.
1194: It is Parallelepiped: a = 17, b = 20, c = 1. SurfaceArea = 754.000000.
1195: It is Parallelepiped: a = 13, b = 13, c = 8. SurfaceArea = 754.000000.
1196: It is Parallelepiped: a = 1, b = 17, c = 20. SurfaceArea = 754.000000.
1197: It is Parallelepiped: a = 13, b = 13, c = 8. SurfaceArea = 754.000000.
1198: It is Parallelepiped: a = 17, b = 20, c = 1. SurfaceArea = 754.000000.
1199: It is Parallelepiped: a = 18, b = 10, c = 7. SurfaceArea = 752.000000.
1200: It is Parallelepiped: a = 14, b = 8, c = 12. SurfaceArea = 752.000000.
1201: It is Parallelepiped: a = 18, b = 17, c = 2. SurfaceArea = 752.000000.
1202: It is Parallelepiped: a = 14, b = 8, c = 12. SurfaceArea = 752.000000.
1203: It is Parallelepiped: a = 17, b = 18, c = 2. SurfaceArea = 752.000000.
1204: It is Parallelepiped: a = 12, b = 8, c = 14. SurfaceArea = 752.000000.
1205: It is Parallelepiped: a = 2, b = 18, c = 17. SurfaceArea = 752.000000.
1206: It is Parallelepiped: a = 11, b = 5, c = 20. SurfaceArea = 750.000000.
1207: It is Parallelepiped: a = 20, b = 11, c = 5. SurfaceArea = 750.000000.
1208: It is Parallelepiped: a = 11, b = 20, c = 5. SurfaceArea = 750.000000.
1209: It is Parallelepiped: a = 5, b = 20, c = 11. SurfaceArea = 750.000000.
1210: It is Parallelepiped: a = 10, b = 15, c = 9. SurfaceArea = 750.000000.
1211: It is Parallelepiped: a = 20, b = 5, c = 11. SurfaceArea = 750.000000.
1212: It is Parallelepiped: a = 20, b = 5, c = 11. SurfaceArea = 750.000000.
1213: It is Parallelepiped: a = 20, b = 5, c = 11. SurfaceArea = 750.000000.
1214: It is Parallelepiped: a = 15, b = 15, c = 5. SurfaceArea = 750.000000.
1215: It is Parallelepiped: a = 20, b = 5, c = 11. SurfaceArea = 750.000000.
1216: It is Parallelepiped: a = 10, b = 15, c = 9. SurfaceArea = 750.000000.
1217: It is Parallelepiped: a = 4, b = 19, c = 13. SurfaceArea = 750.000000.
1218: It is Parallelepiped: a = 4, b = 19, c = 13. SurfaceArea = 750.000000.
1219: It is Parallelepiped: a = 11, b = 5, c = 20. SurfaceArea = 750.000000.
1220: It is Parallelepiped: a = 10, b = 9, c = 15. SurfaceArea = 750.000000.
1221: It is Parallelepiped: a = 2, b = 16, c = 19. SurfaceArea = 748.000000.
1222: It is Parallelepiped: a = 2, b = 16, c = 19. SurfaceArea = 748.000000.
1223: It is Parallelepiped: a = 16, b = 2, c = 19. SurfaceArea = 748.000000.
1224: It is Parallelepiped: a = 8, b = 15, c = 11. SurfaceArea = 746.000000.
1225: It is Parallelepiped: a = 8, b = 11, c = 15. SurfaceArea = 746.000000.
1226: It is Parallelepiped: a = 18, b = 6, c = 11. SurfaceArea = 744.000000.
1227: It is Parallelepiped: a = 18, b = 11, c = 6. SurfaceArea = 744.000000.
1228: It is Parallelepiped: a = 13, b = 5, c = 17. SurfaceArea = 742.000000.
1229: It is Parallelepiped: a = 14, b = 13, c = 7. SurfaceArea = 742.000000.
1230: It is Parallelepiped: a = 17, b = 5, c = 13. SurfaceArea = 742.000000.
1231: It is Parallelepiped: a = 13, b = 7, c = 14. SurfaceArea = 742.000000.
1232: It is Parallelepiped: a = 17, b = 13, c = 5. SurfaceArea = 742.000000.
1233: It is Parallelepiped: a = 17, b = 3, c = 16. SurfaceArea = 742.000000.
1234: It is Parallelepiped: a = 17, b = 16, c = 3. SurfaceArea = 742.000000.
1235: It is Parallelepiped: a = 2, b = 20, c = 15. SurfaceArea = 740.000000.
1236: It is Parallelepiped: a = 18, b = 3, c = 15. SurfaceArea = 738.000000.
1237: It is Parallelepiped: a = 15, b = 3, c = 18. SurfaceArea = 738.000000.
1238: It is Parallelepiped: a = 15, b = 3, c = 18. SurfaceArea = 738.000000.
1239: It is Parallelepiped: a = 3, b = 15, c = 18. SurfaceArea = 738.000000.
1240: It is Parallelepiped: a = 18, b = 3, c = 15. SurfaceArea = 738.000000.
1241: It is Parallelepiped: a = 4, b = 20, c = 12. SurfaceArea = 736.000000.
1242: It is Parallelepiped: a = 8, b = 8, c = 19. SurfaceArea = 736.000000.
1243: It is Parallelepiped: a = 10, b = 8, c = 16. SurfaceArea = 736.000000.
1244: It is Parallelepiped: a = 8, b = 16, c = 10. SurfaceArea = 736.000000.
1245: It is Parallelepiped: a = 12, b = 4, c = 20. SurfaceArea = 736.000000.
1246: It is Parallelepiped: a = 8, b = 16, c = 10. SurfaceArea = 736.000000.
1247: It is Parallelepiped: a = 4, b = 12, c = 20. SurfaceArea = 736.000000.
1248: It is Parallelepiped: a = 12, b = 4, c = 20. SurfaceArea = 736.000000.
1249: It is Parallelepiped: a = 19, b = 7, c = 9. SurfaceArea = 734.000000.
1250: It is Parallelepiped: a = 7, b = 9, c = 19. SurfaceArea = 734.000000.
1251: It is Parallelepiped: a = 18, b = 5, c = 12. SurfaceArea = 732.000000.
1252: It is Parallelepiped: a = 5, b = 12, c = 18. SurfaceArea = 732.000000.
1253: It is Parallelepiped: a = 18, b = 12, c = 5. SurfaceArea = 732.000000.
1254: It is Parallelepiped: a = 11, b = 16, c = 7. SurfaceArea = 730.000000.
1255: It is Parallelepiped: a = 3, b = 19, c = 14. SurfaceArea = 730.000000.
1256: It is Parallelepiped: a = 7, b = 11, c = 16. SurfaceArea = 730.000000.
1257: It is Parallelepiped: a = 3, b = 19, c = 14. SurfaceArea = 730.000000.
1258: It is Parallelepiped: a = 16, b = 7, c = 11. SurfaceArea = 730.000000.
1259: It is Parallelepiped: a = 19, b = 14, c = 3. SurfaceArea = 730.000000.
1260: It is Parallelepiped: a = 11, b = 7, c = 16. SurfaceArea = 730.000000.
1261: It is Parallelepiped: a = 7, b = 11, c = 16. SurfaceArea = 730.000000.
1262: It is Parallelepiped: a = 19, b = 14, c = 3. SurfaceArea = 730.000000.
1263: It is Parallelepiped: a = 4, b = 15, c = 16. SurfaceArea = 728.000000.
1264: It is Parallelepiped: a = 19, b = 6, c = 10. SurfaceArea = 728.000000.
1265: It is Parallelepiped: a = 15, b = 16, c = 4. SurfaceArea = 728.000000.
1266: It is Parallelepiped: a = 15, b = 16, c = 4. SurfaceArea = 728.000000.
1267: It is Parallelepiped: a = 16, b = 15, c = 4. SurfaceArea = 728.000000.
1268: It is Parallelepiped: a = 4, b = 16, c = 15. SurfaceArea = 728.000000.
1269: It is Parallelepiped: a = 13, b = 15, c = 6. SurfaceArea = 726.000000.
1270: It is Parallelepiped: a = 11, b = 12, c = 10. SurfaceArea = 724.000000.
1271: It is Parallelepiped: a = 14, b = 4, c = 17. SurfaceArea = 724.000000.
1272: It is Parallelepiped: a = 14, b = 4, c = 17. SurfaceArea = 724.000000.
1273: It is Parallelepiped: a = 14, b = 4, c = 17. SurfaceArea = 724.000000.
1274: It is Parallelepiped: a = 12, b = 10, c = 11. SurfaceArea = 724.000000.
1275: It is Parallelepiped: a = 9, b = 17, c = 8. SurfaceArea = 722.000000.
1276: It is Parallelepiped: a = 17, b = 8, c = 9. SurfaceArea = 722.000000.
1277: It is Parallelepiped: a = 9, b = 8, c = 17. SurfaceArea = 722.000000.
1278: It is Parallelepiped: a = 8, b = 9, c = 17. SurfaceArea = 722.000000.
1279: It is Parallelepiped: a = 9, b = 17, c = 8. SurfaceArea = 722.000000.
1280: It is Parallelepiped: a = 16, b = 12, c = 6. SurfaceArea = 720.000000.
1281: It is Parallelepiped: a = 18, b = 18, c = 1. SurfaceArea = 720.000000.
1282: It is Parallelepiped: a = 12, b = 16, c = 6. SurfaceArea = 720.000000.
1283: It is Parallelepiped: a = 12, b = 12, c = 9. SurfaceArea = 720.000000.
1284: It is Parallelepiped: a = 13, b = 10, c = 10. SurfaceArea = 720.000000.
1285: It is Parallelepiped: a = 17, b = 7, c = 10. SurfaceArea = 718.000000.
1286: It is Parallelepiped: a = 10, b = 7, c = 17. SurfaceArea = 718.000000.
1287: It is Parallelepiped: a = 1, b = 17, c = 19. SurfaceArea = 718.000000.
1288: It is Parallelepiped: a = 5, b = 19, c = 11. SurfaceArea = 718.000000.
1289: It is Parallelepiped: a = 13, b = 9, c = 11. SurfaceArea = 718.000000.
1290: It is Parallelepiped: a = 7, b = 17, c = 10. SurfaceArea = 718.000000.
1291: It is Parallelepiped: a = 19, b = 11, c = 5. SurfaceArea = 718.000000.
1292: It is Parallelepiped: a = 1, b = 19, c = 17. SurfaceArea = 718.000000.
1293: It is Parallelepiped: a = 17, b = 1, c = 19. SurfaceArea = 718.000000.
1294: It is Parallelepiped: a = 18, b = 4, c = 13. SurfaceArea = 716.000000.
1295: It is Parallelepiped: a = 18, b = 13, c = 4. SurfaceArea = 716.000000.
1296: It is Parallelepiped: a = 18, b = 4, c = 13. SurfaceArea = 716.000000.
1297: It is Parallelepiped: a = 4, b = 18, c = 13. SurfaceArea = 716.000000.
1298: It is Parallelepiped: a = 20, b = 7, c = 8. SurfaceArea = 712.000000.
1299: It is Parallelepiped: a = 14, b = 10, c = 9. SurfaceArea = 712.000000.
1300: It is Parallelepiped: a = 1, b = 20, c = 16. SurfaceArea = 712.000000.
1301: It is Parallelepiped: a = 8, b = 7, c = 20. SurfaceArea = 712.000000.
1302: It is Parallelepiped: a = 14, b = 10, c = 9. SurfaceArea = 712.000000.
1303: It is Parallelepiped: a = 16, b = 2, c = 18. SurfaceArea = 712.000000.
1304: It is Parallelepiped: a = 20, b = 7, c = 8. SurfaceArea = 712.000000.
1305: It is Parallelepiped: a = 13, b = 12, c = 8. SurfaceArea = 712.000000.
1306: It is Parallelepiped: a = 13, b = 12, c = 8. SurfaceArea = 712.000000.
1307: It is Parallelepiped: a = 13, b = 12, c = 8. SurfaceArea = 712.000000.
1308: It is Parallelepiped: a = 1, b = 20, c = 16. SurfaceArea = 712.000000.
1309: It is Parallelepiped: a = 8, b = 13, c = 12. SurfaceArea = 712.000000.
1310: It is Parallelepiped: a = 18, b = 2, c = 16. SurfaceArea = 712.000000.
1311: It is Parallelepiped: a = 20, b = 16, c = 1. SurfaceArea = 712.000000.
1312: It is Parallelepiped: a = 10, b = 9, c = 14. SurfaceArea = 712.000000.
1313: It is Parallelepiped: a = 16, b = 1, c = 20. SurfaceArea = 712.000000.
1314: It is Parallelepiped: a = 6, b = 11, c = 17. SurfaceArea = 710.000000.
1315: It is Parallelepiped: a = 15, b = 5, c = 14. SurfaceArea = 710.000000.
1316: It is Parallelepiped: a = 5, b = 15, c = 14. SurfaceArea = 710.000000.
1317: It is Parallelepiped: a = 6, b = 11, c = 17. SurfaceArea = 710.000000.
1318: It is Parallelepiped: a = 11, b = 14, c = 8. SurfaceArea = 708.000000.
1319: It is Parallelepiped: a = 11, b = 8, c = 14. SurfaceArea = 708.000000.
1320: It is Parallelepiped: a = 6, b = 9, c = 20. SurfaceArea = 708.000000.
1321: It is Parallelepiped: a = 6, b = 9, c = 20. SurfaceArea = 708.000000.
1322: It is Parallelepiped: a = 8, b = 11, c = 14. SurfaceArea = 708.000000.
1323: It is Parallelepiped: a = 19, b = 2, c = 15. SurfaceArea = 706.000000.
1324: It is Parallelepiped: a = 13, b = 5, c = 16. SurfaceArea = 706.000000.
1325: It is Parallelepiped: a = 16, b = 5, c = 13. SurfaceArea = 706.000000.
1326: It is Parallelepiped: a = 19, b = 15, c = 2. SurfaceArea = 706.000000.
1327: It is Parallelepiped: a = 4, b = 19, c = 12. SurfaceArea = 704.000000.
1328: It is Parallelepiped: a = 19, b = 4, c = 12. SurfaceArea = 704.000000.
1329: It is Parallelepiped: a = 8, b = 8, c = 18. SurfaceArea = 704.000000.
1330: It is Parallelepiped: a = 8, b = 18, c = 8. SurfaceArea = 704.000000.
1331: It is Parallelepiped: a = 8, b = 8, c = 18. SurfaceArea = 704.000000.
1332: It is Parallelepiped: a = 13, b = 7, c = 13. SurfaceArea = 702.000000.
1333: It is Parallelepiped: a = 13, b = 7, c = 13. SurfaceArea = 702.000000.
1334: It is Parallelepiped: a = 13, b = 7, c = 13. SurfaceArea = 702.000000.
1335: It is Parallelepiped: a = 7, b = 13, c = 13. SurfaceArea = 702.000000.
1336: It is Parallelepiped: a = 3, b = 15, c = 17. SurfaceArea = 702.000000.
1337: It is Parallelepiped: a = 7, b = 12, c = 14. SurfaceArea = 700.000000.
1338: It is Parallelepiped: a = 5, b = 10, c = 20. SurfaceArea = 700.000000.
1339: It is Parallelepiped: a = 7, b = 12, c = 14. SurfaceArea = 700.000000.
1340: It is Parallelepiped: a = 20, b = 5, c = 10. SurfaceArea = 700.000000.
1341: It is Parallelepiped: a = 20, b = 10, c = 5. SurfaceArea = 700.000000.
1342: It is Parallelepiped: a = 7, b = 14, c = 12. SurfaceArea = 700.000000.
1343: It is Parallelepiped: a = 15, b = 10, c = 8. SurfaceArea = 700.000000.
1344: It is Parallelepiped: a = 8, b = 10, c = 15. SurfaceArea = 700.000000.
1345: It is Parallelepiped: a = 5, b = 17, c = 12. SurfaceArea = 698.000000.
1346: It is Parallelepiped: a = 6, b = 18, c = 10. SurfaceArea = 696.000000.
1347: It is Parallelepiped: a = 14, b = 3, c = 18. SurfaceArea = 696.000000.
1348: It is Parallelepiped: a = 14, b = 18, c = 3. SurfaceArea = 696.000000.
1349: It is Parallelepiped: a = 20, b = 2, c = 14. SurfaceArea = 696.000000.
1350: It is Parallelepiped: a = 20, b = 2, c = 14. SurfaceArea = 696.000000.
1351: It is Parallelepiped: a = 18, b = 6, c = 10. SurfaceArea = 696.000000.
1352: It is Parallelepiped: a = 14, b = 18, c = 3. SurfaceArea = 696.000000.
1353: It is Parallelepiped: a = 14, b = 20, c = 2. SurfaceArea = 696.000000.
1354: It is Parallelepiped: a = 15, b = 7, c = 11. SurfaceArea = 694.000000.
1355: It is Parallelepiped: a = 11, b = 7, c = 15. SurfaceArea = 694.000000.
1356: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1357: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1358: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1359: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1360: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1361: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1362: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1363: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1364: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1365: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1366: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1367: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1368: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1369: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1370: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1371: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1372: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1373: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1374: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1375: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1376: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1377: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1378: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1379: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1380: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1381: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1382: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1383: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1384: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1385: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1386: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1387: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1388: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1389: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1390: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1391: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1392: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1393: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1394: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1395: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1396: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1397: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1398: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1399: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1400: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1401: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1402: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1403: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1404: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1405: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1406: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1407: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1408: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1409: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1410: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1411: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1412: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1413: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1414: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1415: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1416: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1417: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1418: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1419: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1420: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1421: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1422: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1423: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1424: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1425: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1426: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1427: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1428: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1429: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1430: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1431: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1432: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1433: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1434: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1435: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1436: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1437: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1438: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1439: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1440: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1441: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1442: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1443: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1444: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1445: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1446: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1447: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1448: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1449: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1450: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1451: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1452: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1453: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1454: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1455: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1456: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1457: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1458: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1459: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1460: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1461: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1462: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1463: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1464: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1465: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1466: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1467: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1468: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1469: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1470: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1471: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1472: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1473: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1474: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1475: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1476: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1477: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1478: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1479: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1480: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1481: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1482: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1483: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1484: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1485: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1486: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1487: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1488: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1489: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1490: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1491: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1492: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1493: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1494: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1495: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1496: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1497: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1498: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1499: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1500: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1501: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1502: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1503: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1504: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1505: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1506: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1507: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1508: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1509: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1510: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1511: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1512: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1513: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1514: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1515: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1516: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1517: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1518: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1519: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1520: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1521: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1522: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1523: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1524: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1525: It is Tetrahedron: a = 20. SurfaceArea = 692.820323.
1526: It is Parallelepiped: a = 16, b = 14, c = 4. SurfaceArea = 688.000000.
1527: It is Parallelepiped: a = 16, b = 9, c = 8. SurfaceArea = 688.000000.
1528: It is Parallelepiped: a = 9, b = 16, c = 8. SurfaceArea = 688.000000.
1529: It is Parallelepiped: a = 13, b = 14, c = 6. SurfaceArea = 688.000000.
1530: It is Parallelepiped: a = 16, b = 8, c = 9. SurfaceArea = 688.000000.
1531: It is Parallelepiped: a = 16, b = 9, c = 8. SurfaceArea = 688.000000.
1532: It is Parallelepiped: a = 16, b = 4, c = 14. SurfaceArea = 688.000000.
1533: It is Parallelepiped: a = 20, b = 4, c = 11. SurfaceArea = 688.000000.
1534: It is Parallelepiped: a = 8, b = 16, c = 9. SurfaceArea = 688.000000.
1535: It is Parallelepiped: a = 8, b = 16, c = 9. SurfaceArea = 688.000000.
