Container contains 10000 elements:
1: It is a parallelepiped, a = 20, b = 20, c = 19, density = 19.765, surface area = 2320.0
1096: It is a parallelepiped, a = 16, b = 7, c = 12, density = 16.132, surface area = 776.0
1097: It is a parallelepiped, a = 7, b = 16, c = 12, density = 1.84, surface area = 776.0
1098: It is a parallelepiped, a = 16, b = 12, c = 7, density = 17.292, surface area = 776.0
1099: It is a parallelepiped, a = 9, b = 9, c = 17, density = 17.551, surface area = 774.0
1100: It is a parallelepiped, a = 19, b = 3, c = 15, density = 10.388, surface area = 774.0
1101: It is a parallelepiped, a = 17, b = 9, c = 9, density = 0.598, surface area = 774.0
1102: It is a parallelepiped, a = 3, b = 19, c = 15, density = 5.437, surface area = 774.0
1103: It is a parallelepiped, a = 19, b = 15, c = 3, density = 14.18, surface area = 774.0
1104: It is a parallelepiped, a = 3, b = 19, c = 15, density = 14.185, surface area = 774.0
1105: It is a parallelepiped, a = 8, b = 10, c = 17, density = 1.548, surface area = 772.0
1106: It is a parallelepiped, a = 10, b = 17, c = 8, density = 17.232, surface area = 772.0
1107: It is a parallelepiped, a = 12, b = 11, c = 11, density = 4.78, surface area = 770.0
1108: It is a parallelepiped, a = 12, b = 10, c = 12, density = 3.12, surface area = 768.0
1109: It is a parallelepiped, a = 6, b = 14, c = 15, density = 8.506, surface area = 768.0
1110: It is a parallelepiped, a = 8, b = 20, c = 8, density = 9.286, surface area = 768.0
1111: It is a parallelepiped, a = 16, b = 16, c = 4, density = 6.854, surface area = 768.0
1112: It is a parallelepiped, a = 15, b = 14, c = 6, density = 19.623, surface area = 768.0
1113: It is a parallelepiped, a = 6, b = 14, c = 15, density = 1.555, surface area = 768.0
1114: It is a parallelepiped, a = 12, b = 10, c = 12, density = 6.111, surface area = 768.0
1115: It is a parallelepiped, a = 12, b = 12, c = 10, density = 4.187, surface area = 768.0
1116: It is a parallelepiped, a = 6, b = 15, c = 14, density = 15.526, surface area = 768.0
1117: It is a parallelepiped, a = 12, b = 12, c = 10, density = 5.35, surface area = 768.0
1118: It is a parallelepiped, a = 16, b = 16, c = 4, density = 16.409, surface area = 768.0
1119: It is a parallelepiped, a = 6, b = 15, c = 14, density = 5.504, surface area = 768.0
1120: It is a parallelepiped, a = 12, b = 12, c = 10, density = 5.962, surface area = 768.0
1121: It is a parallelepiped, a = 15, b = 17, c = 4, density = 0.384, surface area = 766.0
1122: It is a parallelepiped, a = 20, b = 9, c = 7, density = 2.725, surface area = 766.0
1123: It is a parallelepiped, a = 4, b = 17, c = 15, density = 15.406, surface area = 766.0
1124: It is a parallelepiped, a = 10, b = 13, c = 11, density = 4.951, surface area = 766.0
1125: It is a parallelepiped, a = 4, b = 15, c = 17, density = 6.323, surface area = 766.0
1126: It is a parallelepiped, a = 12, b = 19, c = 5, density = 11.79, surface area = 766.0
1127: It is a parallelepiped, a = 5, b = 19, c = 12, density = 8.404, surface area = 766.0
1128: It is a parallelepiped, a = 7, b = 17, c = 11, density = 8.865, surface area = 766.0
1129: It is a parallelepiped, a = 17, b = 4, c = 15, density = 9.515, surface area = 766.0
1130: It is a parallelepiped, a = 15, b = 17, c = 4, density = 9.867, surface area = 766.0
1131: It is a parallelepiped, a = 4, b = 15, c = 17, density = 8.01, surface area = 766.0
1132: It is a parallelepiped, a = 9, b = 20, c = 7, density = 16.4, surface area = 766.0
1133: It is a parallelepiped, a = 17, b = 15, c = 4, density = 17.25, surface area = 766.0
1134: It is a parallelepiped, a = 4, b = 15, c = 17, density = 13.534, surface area = 766.0
1135: It is a parallelepiped, a = 13, b = 16, c = 6, density = 1.731, surface area = 764.0
1136: It is a parallelepiped, a = 13, b = 16, c = 6, density = 0.314, surface area = 764.0
1137: It is a parallelepiped, a = 20, b = 3, c = 14, density = 4.669, surface area = 764.0
1138: It is a parallelepiped, a = 3, b = 20, c = 14, density = 8.957, surface area = 764.0
1139: It is a parallelepiped, a = 13, b = 16, c = 6, density = 19.103, surface area = 764.0
1140: It is a parallelepiped, a = 6, b = 16, c = 13, density = 7.883, surface area = 764.0
1141: It is a parallelepiped, a = 6, b = 13, c = 16, density = 5.164, surface area = 764.0
1142: It is a parallelepiped, a = 13, b = 9, c = 12, density = 17.774, surface area = 762.0
1143: It is a parallelepiped, a = 18, b = 14, c = 4, density = 8.611, surface area = 760.0
1144: It is a parallelepiped, a = 14, b = 18, c = 4, density = 8.31, surface area = 760.0
1145: It is a parallelepiped, a = 6, b = 10, c = 20, density = 1.02, surface area = 760.0
1146: It is a parallelepiped, a = 14, b = 9, c = 11, density = 2.879, surface area = 758.0
1147: It is a parallelepiped, a = 1, b = 18, c = 19, density = 16.774, surface area = 758.0
1148: It is a parallelepiped, a = 14, b = 9, c = 11, density = 4.465, surface area = 758.0
1149: It is a parallelepiped, a = 18, b = 1, c = 19, density = 7.152, surface area = 758.0
1150: It is a parallelepiped, a = 9, b = 14, c = 11, density = 6.941, surface area = 758.0
1151: It is a parallelepiped, a = 18, b = 1, c = 19, density = 0.46, surface area = 758.0
1152: It is a parallelepiped, a = 19, b = 1, c = 18, density = 4.182, surface area = 758.0
1153: It is a parallelepiped, a = 9, b = 11, c = 14, density = 1.243, surface area = 758.0
1154: It is a parallelepiped, a = 12, b = 6, c = 17, density = 11.787, surface area = 756.0
1155: It is a parallelepiped, a = 17, b = 6, c = 12, density = 2.214, surface area = 756.0
1156: It is a parallelepiped, a = 17, b = 6, c = 12, density = 3.452, surface area = 756.0
1157: It is a parallelepiped, a = 9, b = 18, c = 8, density = 18.9, surface area = 756.0
1158: It is a parallelepiped, a = 9, b = 8, c = 18, density = 14.331, surface area = 756.0
1159: It is a parallelepiped, a = 9, b = 18, c = 8, density = 7.629, surface area = 756.0
1160: It is a parallelepiped, a = 7, b = 10, c = 18, density = 10.229, surface area = 752.0
1161: It is a parallelepiped, a = 18, b = 17, c = 2, density = 17.875, surface area = 752.0
1162: It is a parallelepiped, a = 17, b = 18, c = 2, density = 15.405, surface area = 752.0
1163: It is a parallelepiped, a = 2, b = 17, c = 18, density = 16.035, surface area = 752.0
1164: It is a parallelepiped, a = 14, b = 8, c = 12, density = 1.406, surface area = 752.0
1165: It is a parallelepiped, a = 2, b = 18, c = 17, density = 18.033, surface area = 752.0
1166: It is a parallelepiped, a = 8, b = 14, c = 12, density = 10.916, surface area = 752.0
1167: It is a parallelepiped, a = 14, b = 8, c = 12, density = 0.37, surface area = 752.0
1168: It is a parallelepiped, a = 17, b = 2, c = 18, density = 3.379, surface area = 752.0
1169: It is a parallelepiped, a = 11, b = 5, c = 20, density = 16.204, surface area = 750.0
1170: It is a parallelepiped, a = 4, b = 13, c = 19, density = 3.384, surface area = 750.0
1171: It is a parallelepiped, a = 13, b = 4, c = 19, density = 6.467, surface area = 750.0
1172: It is a parallelepiped, a = 11, b = 20, c = 5, density = 12.667, surface area = 750.0
1173: It is a parallelepiped, a = 15, b = 5, c = 15, density = 7.442, surface area = 750.0
1174: It is a parallelepiped, a = 14, b = 5, c = 16, density = 2.558, surface area = 748.0
1175: It is a parallelepiped, a = 5, b = 16, c = 14, density = 2.367, surface area = 748.0
1176: It is a parallelepiped, a = 16, b = 19, c = 2, density = 19.001, surface area = 748.0
1177: It is a parallelepiped, a = 16, b = 5, c = 14, density = 13.491, surface area = 748.0
1178: It is a parallelepiped, a = 16, b = 2, c = 19, density = 19.972, surface area = 748.0
1179: It is a parallelepiped, a = 2, b = 19, c = 16, density = 16.818, surface area = 748.0
1180: It is a parallelepiped, a = 5, b = 14, c = 16, density = 5.315, surface area = 748.0
1181: It is a parallelepiped, a = 6, b = 18, c = 11, density = 15.573, surface area = 744.0
1182: It is a parallelepiped, a = 6, b = 18, c = 11, density = 5.702, surface area = 744.0
1183: It is a parallelepiped, a = 7, b = 13, c = 14, density = 10.959, surface area = 742.0
1184: It is a parallelepiped, a = 16, b = 3, c = 17, density = 10.357, surface area = 742.0
1185: It is a parallelepiped, a = 17, b = 13, c = 5, density = 3.312, surface area = 742.0
1186: It is a parallelepiped, a = 3, b = 17, c = 16, density = 1.89, surface area = 742.0
1187: It is a parallelepiped, a = 17, b = 3, c = 16, density = 4.863, surface area = 742.0
1188: It is a parallelepiped, a = 3, b = 17, c = 16, density = 12.924, surface area = 742.0
1189: It is a parallelepiped, a = 7, b = 13, c = 14, density = 10.561, surface area = 742.0
1190: It is a parallelepiped, a = 16, b = 17, c = 3, density = 1.775, surface area = 742.0
1191: It is a parallelepiped, a = 7, b = 14, c = 13, density = 12.395, surface area = 742.0
1192: It is a parallelepiped, a = 13, b = 14, c = 7, density = 17.041, surface area = 742.0
1193: It is a parallelepiped, a = 5, b = 17, c = 13, density = 12.905, surface area = 742.0
1194: It is a parallelepiped, a = 3, b = 17, c = 16, density = 14.771, surface area = 742.0
1195: It is a parallelepiped, a = 14, b = 13, c = 7, density = 14.972, surface area = 742.0
1196: It is a parallelepiped, a = 20, b = 2, c = 15, density = 10.003, surface area = 740.0
1197: It is a parallelepiped, a = 2, b = 20, c = 15, density = 5.945, surface area = 740.0
1198: It is a parallelepiped, a = 15, b = 12, c = 7, density = 16.585, surface area = 738.0
1199: It is a parallelepiped, a = 15, b = 18, c = 3, density = 3.57, surface area = 738.0
1200: It is a parallelepiped, a = 9, b = 16, c = 9, density = 19.227, surface area = 738.0
1201: It is a parallelepiped, a = 15, b = 3, c = 18, density = 7.384, surface area = 738.0
1202: It is a parallelepiped, a = 7, b = 15, c = 12, density = 5.547, surface area = 738.0
1203: It is a parallelepiped, a = 19, b = 8, c = 8, density = 18.396, surface area = 736.0
1204: It is a parallelepiped, a = 8, b = 8, c = 19, density = 2.712, surface area = 736.0
1205: It is a parallelepiped, a = 4, b = 12, c = 20, density = 15.145, surface area = 736.0
1206: It is a parallelepiped, a = 16, b = 10, c = 8, density = 11.157, surface area = 736.0
1207: It is a parallelepiped, a = 10, b = 16, c = 8, density = 5.83, surface area = 736.0
1208: It is a parallelepiped, a = 10, b = 8, c = 16, density = 0.27, surface area = 736.0
1209: It is a parallelepiped, a = 12, b = 20, c = 4, density = 12.472, surface area = 736.0
1210: It is a parallelepiped, a = 16, b = 7, c = 11, density = 9.084, surface area = 730.0
1211: It is a parallelepiped, a = 14, b = 19, c = 3, density = 16.277, surface area = 730.0
1212: It is a parallelepiped, a = 14, b = 3, c = 19, density = 1.467, surface area = 730.0
1213: It is a parallelepiped, a = 3, b = 14, c = 19, density = 12.117, surface area = 730.0
1214: It is a parallelepiped, a = 14, b = 19, c = 3, density = 10.118, surface area = 730.0
1215: It is a parallelepiped, a = 19, b = 3, c = 14, density = 14.474, surface area = 730.0
1216: It is a parallelepiped, a = 19, b = 14, c = 3, density = 17.527, surface area = 730.0
1217: It is a parallelepiped, a = 15, b = 16, c = 4, density = 0.868, surface area = 728.0
1218: It is a parallelepiped, a = 15, b = 4, c = 16, density = 10.476, surface area = 728.0
1219: It is a parallelepiped, a = 6, b = 10, c = 19, density = 1.338, surface area = 728.0
1220: It is a parallelepiped, a = 16, b = 15, c = 4, density = 4.841, surface area = 728.0
1221: It is a parallelepiped, a = 14, b = 14, c = 6, density = 6.191, surface area = 728.0
1222: It is a parallelepiped, a = 15, b = 16, c = 4, density = 17.689, surface area = 728.0
1223: It is a parallelepiped, a = 6, b = 19, c = 10, density = 7.247, surface area = 728.0
1224: It is a parallelepiped, a = 14, b = 14, c = 6, density = 18.22, surface area = 728.0
1225: It is a parallelepiped, a = 16, b = 15, c = 4, density = 5.909, surface area = 728.0
1226: It is a parallelepiped, a = 16, b = 15, c = 4, density = 19.961, surface area = 728.0
1227: It is a parallelepiped, a = 6, b = 13, c = 15, density = 18.595, surface area = 726.0
1228: It is a parallelepiped, a = 14, b = 4, c = 17, density = 0.138, surface area = 724.0
1229: It is a parallelepiped, a = 4, b = 14, c = 17, density = 8.023, surface area = 724.0
1230: It is a parallelepiped, a = 12, b = 10, c = 11, density = 13.16, surface area = 724.0
1231: It is a parallelepiped, a = 11, b = 10, c = 12, density = 11.038, surface area = 724.0
1232: It is a parallelepiped, a = 17, b = 4, c = 14, density = 19.334, surface area = 724.0
1233: It is a parallelepiped, a = 4, b = 17, c = 14, density = 8.538, surface area = 724.0
1234: It is a parallelepiped, a = 10, b = 11, c = 12, density = 5.794, surface area = 724.0
1235: It is a parallelepiped, a = 9, b = 8, c = 17, density = 7.504, surface area = 722.0
1236: It is a parallelepiped, a = 9, b = 17, c = 8, density = 8.058, surface area = 722.0
1237: It is a parallelepiped, a = 9, b = 8, c = 17, density = 6.576, surface area = 722.0
1238: It is a parallelepiped, a = 1, b = 18, c = 18, density = 16.535, surface area = 720.0
1239: It is a parallelepiped, a = 12, b = 6, c = 16, density = 5.689, surface area = 720.0
1240: It is a parallelepiped, a = 16, b = 12, c = 6, density = 13.464, surface area = 720.0
1241: It is a parallelepiped, a = 18, b = 1, c = 18, density = 11.022, surface area = 720.0
1242: It is a parallelepiped, a = 7, b = 17, c = 10, density = 10.595, surface area = 718.0
1243: It is a parallelepiped, a = 17, b = 7, c = 10, density = 19.617, surface area = 718.0
1244: It is a parallelepiped, a = 17, b = 1, c = 19, density = 4.389, surface area = 718.0
1245: It is a parallelepiped, a = 19, b = 11, c = 5, density = 1.925, surface area = 718.0
1246: It is a parallelepiped, a = 11, b = 13, c = 9, density = 15.309, surface area = 718.0
1247: It is a parallelepiped, a = 17, b = 10, c = 7, density = 5.265, surface area = 718.0
1248: It is a parallelepiped, a = 11, b = 13, c = 9, density = 17.651, surface area = 718.0
1249: It is a parallelepiped, a = 13, b = 11, c = 9, density = 4.694, surface area = 718.0
1250: It is a parallelepiped, a = 3, b = 13, c = 20, density = 6.486, surface area = 718.0
1251: It is a parallelepiped, a = 5, b = 11, c = 19, density = 15.592, surface area = 718.0
1252: It is a parallelepiped, a = 7, b = 10, c = 17, density = 0.2, surface area = 718.0
1253: It is a parallelepiped, a = 7, b = 17, c = 10, density = 3.092, surface area = 718.0
1254: It is a parallelepiped, a = 3, b = 20, c = 13, density = 9.18, surface area = 718.0
1255: It is a parallelepiped, a = 5, b = 11, c = 19, density = 11.387, surface area = 718.0
1256: It is a parallelepiped, a = 11, b = 19, c = 5, density = 0.703, surface area = 718.0
1257: It is a parallelepiped, a = 4, b = 18, c = 13, density = 4.791, surface area = 716.0
1258: It is a parallelepiped, a = 13, b = 18, c = 4, density = 19.659, surface area = 716.0
1259: It is a parallelepiped, a = 4, b = 13, c = 18, density = 18.997, surface area = 716.0
1260: It is a parallelepiped, a = 17, b = 2, c = 17, density = 14.923, surface area = 714.0
1261: It is a parallelepiped, a = 2, b = 17, c = 17, density = 5.83, surface area = 714.0
1262: It is a parallelepiped, a = 20, b = 16, c = 1, density = 19.298, surface area = 712.0
1263: It is a parallelepiped, a = 8, b = 7, c = 20, density = 15.176, surface area = 712.0
1264: It is a parallelepiped, a = 14, b = 10, c = 9, density = 17.46, surface area = 712.0
1265: It is a parallelepiped, a = 20, b = 16, c = 1, density = 10.019, surface area = 712.0
1266: It is a parallelepiped, a = 14, b = 10, c = 9, density = 15.718, surface area = 712.0
1267: It is a parallelepiped, a = 16, b = 2, c = 18, density = 4.128, surface area = 712.0
1268: It is a parallelepiped, a = 18, b = 16, c = 2, density = 17.108, surface area = 712.0
1269: It is a parallelepiped, a = 9, b = 10, c = 14, density = 5.892, surface area = 712.0
1270: It is a parallelepiped, a = 8, b = 13, c = 12, density = 8.103, surface area = 712.0
1271: It is a parallelepiped, a = 5, b = 14, c = 15, density = 11.336, surface area = 710.0
1272: It is a parallelepiped, a = 15, b = 14, c = 5, density = 7.226, surface area = 710.0
1273: It is a parallelepiped, a = 5, b = 15, c = 14, density = 11.214, surface area = 710.0
1274: It is a parallelepiped, a = 15, b = 5, c = 14, density = 13.244, surface area = 710.0
1275: It is a parallelepiped, a = 5, b = 14, c = 15, density = 0.417, surface area = 710.0
1276: It is a parallelepiped, a = 20, b = 6, c = 9, density = 2.626, surface area = 708.0
1277: It is a parallelepiped, a = 14, b = 11, c = 8, density = 11.961, surface area = 708.0
1278: It is a parallelepiped, a = 13, b = 16, c = 5, density = 4.55, surface area = 706.0
1279: It is a parallelepiped, a = 19, b = 2, c = 15, density = 13.452, surface area = 706.0
1280: It is a parallelepiped, a = 19, b = 15, c = 2, density = 4.926, surface area = 706.0
1281: It is a parallelepiped, a = 13, b = 5, c = 16, density = 9.031, surface area = 706.0
1282: It is a parallelepiped, a = 13, b = 5, c = 16, density = 15.678, surface area = 706.0
1283: It is a parallelepiped, a = 8, b = 8, c = 18, density = 14.337, surface area = 704.0
1284: It is a parallelepiped, a = 16, b = 16, c = 3, density = 0.37, surface area = 704.0
1285: It is a parallelepiped, a = 3, b = 16, c = 16, density = 17.842, surface area = 704.0
1286: It is a parallelepiped, a = 3, b = 16, c = 16, density = 1.965, surface area = 704.0
1287: It is a parallelepiped, a = 3, b = 17, c = 15, density = 12.846, surface area = 702.0
1288: It is a parallelepiped, a = 13, b = 7, c = 13, density = 16.381, surface area = 702.0
1289: It is a parallelepiped, a = 18, b = 9, c = 7, density = 17.308, surface area = 702.0
1290: It is a parallelepiped, a = 15, b = 3, c = 17, density = 18.282, surface area = 702.0
1291: It is a parallelepiped, a = 3, b = 15, c = 17, density = 14.899, surface area = 702.0
1292: It is a parallelepiped, a = 15, b = 3, c = 17, density = 13.331, surface area = 702.0
1293: It is a parallelepiped, a = 18, b = 7, c = 9, density = 19.961, surface area = 702.0
1294: It is a parallelepiped, a = 7, b = 9, c = 18, density = 7.794, surface area = 702.0
1295: It is a parallelepiped, a = 9, b = 7, c = 18, density = 12.314, surface area = 702.0
1296: It is a parallelepiped, a = 7, b = 9, c = 18, density = 9.457, surface area = 702.0
1297: It is a parallelepiped, a = 9, b = 7, c = 18, density = 7.617, surface area = 702.0
1298: It is a parallelepiped, a = 7, b = 13, c = 13, density = 10.788, surface area = 702.0
1299: It is a parallelepiped, a = 7, b = 18, c = 9, density = 1.477, surface area = 702.0
1300: It is a parallelepiped, a = 12, b = 14, c = 7, density = 12.437, surface area = 700.0
1301: It is a parallelepiped, a = 10, b = 8, c = 15, density = 19.489, surface area = 700.0
1302: It is a parallelepiped, a = 15, b = 10, c = 8, density = 16.964, surface area = 700.0
1303: It is a parallelepiped, a = 5, b = 20, c = 10, density = 6.48, surface area = 700.0
1304: It is a parallelepiped, a = 8, b = 10, c = 15, density = 7.807, surface area = 700.0
1305: It is a parallelepiped, a = 15, b = 8, c = 10, density = 12.13, surface area = 700.0
1306: It is a parallelepiped, a = 7, b = 12, c = 14, density = 5.963, surface area = 700.0
1307: It is a parallelepiped, a = 8, b = 15, c = 10, density = 3.83, surface area = 700.0
1308: It is a parallelepiped, a = 5, b = 17, c = 12, density = 11.197, surface area = 698.0
1309: It is a parallelepiped, a = 3, b = 14, c = 18, density = 19.206, surface area = 696.0
1310: It is a parallelepiped, a = 14, b = 18, c = 3, density = 0.317, surface area = 696.0
1311: It is a parallelepiped, a = 10, b = 18, c = 6, density = 9.259, surface area = 696.0
1312: It is a parallelepiped, a = 11, b = 15, c = 7, density = 10.079, surface area = 694.0
1313: It is a tetrahedron, a = 20, density = 10.841, surface area = 692.8203230275508
1314: It is a tetrahedron, a = 20, density = 9.151, surface area = 692.8203230275508
1315: It is a tetrahedron, a = 20, density = 2.018, surface area = 692.8203230275508
1316: It is a tetrahedron, a = 20, density = 1.026, surface area = 692.8203230275508
1317: It is a tetrahedron, a = 20, density = 1.707, surface area = 692.8203230275508
1318: It is a tetrahedron, a = 20, density = 13.548, surface area = 692.8203230275508
1319: It is a tetrahedron, a = 20, density = 19.205, surface area = 692.8203230275508
1320: It is a tetrahedron, a = 20, density = 10.723, surface area = 692.8203230275508
1321: It is a tetrahedron, a = 20, density = 11.224, surface area = 692.8203230275508
1322: It is a tetrahedron, a = 20, density = 7.754, surface area = 692.8203230275508
1323: It is a tetrahedron, a = 20, density = 19.813, surface area = 692.8203230275508
1324: It is a tetrahedron, a = 20, density = 16.066, surface area = 692.8203230275508
1325: It is a tetrahedron, a = 20, density = 9.752, surface area = 692.8203230275508
1326: It is a tetrahedron, a = 20, density = 1.036, surface area = 692.8203230275508
1327: It is a tetrahedron, a = 20, density = 6.308, surface area = 692.8203230275508
1328: It is a tetrahedron, a = 20, density = 4.58, surface area = 692.8203230275508
1329: It is a tetrahedron, a = 20, density = 10.713, surface area = 692.8203230275508
1330: It is a tetrahedron, a = 20, density = 16.0, surface area = 692.8203230275508
1331: It is a tetrahedron, a = 20, density = 15.295, surface area = 692.8203230275508
1332: It is a tetrahedron, a = 20, density = 3.166, surface area = 692.8203230275508
1333: It is a tetrahedron, a = 20, density = 13.948, surface area = 692.8203230275508
1334: It is a tetrahedron, a = 20, density = 9.891, surface area = 692.8203230275508
1335: It is a tetrahedron, a = 20, density = 8.409, surface area = 692.8203230275508
1336: It is a tetrahedron, a = 20, density = 4.114, surface area = 692.8203230275508
1337: It is a tetrahedron, a = 20, density = 15.296, surface area = 692.8203230275508
1338: It is a tetrahedron, a = 20, density = 13.144, surface area = 692.8203230275508
1339: It is a tetrahedron, a = 20, density = 16.259, surface area = 692.8203230275508
1340: It is a tetrahedron, a = 20, density = 0.754, surface area = 692.8203230275508
1341: It is a tetrahedron, a = 20, density = 3.132, surface area = 692.8203230275508
1342: It is a tetrahedron, a = 20, density = 17.691, surface area = 692.8203230275508
1343: It is a tetrahedron, a = 20, density = 15.509, surface area = 692.8203230275508
1344: It is a tetrahedron, a = 20, density = 5.073, surface area = 692.8203230275508
1345: It is a tetrahedron, a = 20, density = 2.054, surface area = 692.8203230275508
1346: It is a tetrahedron, a = 20, density = 15.314, surface area = 692.8203230275508
1347: It is a tetrahedron, a = 20, density = 8.645, surface area = 692.8203230275508
1348: It is a tetrahedron, a = 20, density = 7.278, surface area = 692.8203230275508
1349: It is a tetrahedron, a = 20, density = 18.116, surface area = 692.8203230275508
1350: It is a tetrahedron, a = 20, density = 14.071, surface area = 692.8203230275508
1351: It is a tetrahedron, a = 20, density = 17.104, surface area = 692.8203230275508
1352: It is a tetrahedron, a = 20, density = 5.024, surface area = 692.8203230275508
1353: It is a tetrahedron, a = 20, density = 14.965, surface area = 692.8203230275508
1354: It is a tetrahedron, a = 20, density = 16.974, surface area = 692.8203230275508
1355: It is a tetrahedron, a = 20, density = 6.181, surface area = 692.8203230275508
1356: It is a tetrahedron, a = 20, density = 11.329, surface area = 692.8203230275508
1357: It is a tetrahedron, a = 20, density = 11.633, surface area = 692.8203230275508
1358: It is a tetrahedron, a = 20, density = 8.19, surface area = 692.8203230275508
1359: It is a tetrahedron, a = 20, density = 6.288, surface area = 692.8203230275508
1360: It is a tetrahedron, a = 20, density = 9.07, surface area = 692.8203230275508
1361: It is a tetrahedron, a = 20, density = 2.334, surface area = 692.8203230275508
1362: It is a tetrahedron, a = 20, density = 1.099, surface area = 692.8203230275508
1363: It is a tetrahedron, a = 20, density = 6.69, surface area = 692.8203230275508
1364: It is a tetrahedron, a = 20, density = 5.472, surface area = 692.8203230275508
1365: It is a tetrahedron, a = 20, density = 14.864, surface area = 692.8203230275508
1366: It is a tetrahedron, a = 20, density = 2.688, surface area = 692.8203230275508
1367: It is a tetrahedron, a = 20, density = 0.204, surface area = 692.8203230275508
1368: It is a tetrahedron, a = 20, density = 9.112, surface area = 692.8203230275508
1369: It is a tetrahedron, a = 20, density = 2.475, surface area = 692.8203230275508
1370: It is a tetrahedron, a = 20, density = 9.36, surface area = 692.8203230275508
1371: It is a tetrahedron, a = 20, density = 2.93, surface area = 692.8203230275508
1372: It is a tetrahedron, a = 20, density = 5.605, surface area = 692.8203230275508
1373: It is a tetrahedron, a = 20, density = 6.637, surface area = 692.8203230275508
1374: It is a tetrahedron, a = 20, density = 15.622, surface area = 692.8203230275508
1375: It is a tetrahedron, a = 20, density = 18.3, surface area = 692.8203230275508
1376: It is a tetrahedron, a = 20, density = 1.15, surface area = 692.8203230275508
1377: It is a tetrahedron, a = 20, density = 19.456, surface area = 692.8203230275508
1378: It is a tetrahedron, a = 20, density = 6.77, surface area = 692.8203230275508
1379: It is a tetrahedron, a = 20, density = 13.151, surface area = 692.8203230275508
1380: It is a tetrahedron, a = 20, density = 16.565, surface area = 692.8203230275508
1381: It is a tetrahedron, a = 20, density = 11.761, surface area = 692.8203230275508
1382: It is a tetrahedron, a = 20, density = 19.752, surface area = 692.8203230275508
1383: It is a tetrahedron, a = 20, density = 9.988, surface area = 692.8203230275508
1384: It is a tetrahedron, a = 20, density = 6.333, surface area = 692.8203230275508
1385: It is a tetrahedron, a = 20, density = 19.87, surface area = 692.8203230275508
1386: It is a tetrahedron, a = 20, density = 2.353, surface area = 692.8203230275508
1387: It is a tetrahedron, a = 20, density = 1.71, surface area = 692.8203230275508
1388: It is a tetrahedron, a = 20, density = 17.282, surface area = 692.8203230275508
1389: It is a tetrahedron, a = 20, density = 0.646, surface area = 692.8203230275508
1390: It is a tetrahedron, a = 20, density = 14.822, surface area = 692.8203230275508
1391: It is a tetrahedron, a = 20, density = 11.557, surface area = 692.8203230275508
1392: It is a tetrahedron, a = 20, density = 12.918, surface area = 692.8203230275508
1393: It is a tetrahedron, a = 20, density = 19.813, surface area = 692.8203230275508
1394: It is a tetrahedron, a = 20, density = 13.405, surface area = 692.8203230275508
1395: It is a tetrahedron, a = 20, density = 3.491, surface area = 692.8203230275508
1396: It is a tetrahedron, a = 20, density = 3.233, surface area = 692.8203230275508
1397: It is a tetrahedron, a = 20, density = 12.718, surface area = 692.8203230275508
1398: It is a tetrahedron, a = 20, density = 16.825, surface area = 692.8203230275508
1399: It is a tetrahedron, a = 20, density = 10.818, surface area = 692.8203230275508
1400: It is a tetrahedron, a = 20, density = 14.682, surface area = 692.8203230275508
1401: It is a tetrahedron, a = 20, density = 16.523, surface area = 692.8203230275508
1402: It is a tetrahedron, a = 20, density = 13.339, surface area = 692.8203230275508
1403: It is a tetrahedron, a = 20, density = 18.5, surface area = 692.8203230275508
1404: It is a tetrahedron, a = 20, density = 2.24, surface area = 692.8203230275508
1405: It is a tetrahedron, a = 20, density = 12.634, surface area = 692.8203230275508
1406: It is a tetrahedron, a = 20, density = 12.391, surface area = 692.8203230275508
1407: It is a tetrahedron, a = 20, density = 2.788, surface area = 692.8203230275508
1408: It is a tetrahedron, a = 20, density = 19.897, surface area = 692.8203230275508
1409: It is a tetrahedron, a = 20, density = 5.49, surface area = 692.8203230275508
1410: It is a tetrahedron, a = 20, density = 15.899, surface area = 692.8203230275508
1411: It is a tetrahedron, a = 20, density = 12.357, surface area = 692.8203230275508
1412: It is a tetrahedron, a = 20, density = 5.411, surface area = 692.8203230275508
1413: It is a tetrahedron, a = 20, density = 17.191, surface area = 692.8203230275508
1414: It is a tetrahedron, a = 20, density = 12.48, surface area = 692.8203230275508
1415: It is a tetrahedron, a = 20, density = 14.24, surface area = 692.8203230275508
1416: It is a tetrahedron, a = 20, density = 8.444, surface area = 692.8203230275508
1417: It is a tetrahedron, a = 20, density = 19.085, surface area = 692.8203230275508
1418: It is a tetrahedron, a = 20, density = 15.662, surface area = 692.8203230275508
1419: It is a tetrahedron, a = 20, density = 10.453, surface area = 692.8203230275508
1420: It is a tetrahedron, a = 20, density = 4.235, surface area = 692.8203230275508
1421: It is a tetrahedron, a = 20, density = 6.428, surface area = 692.8203230275508
1422: It is a tetrahedron, a = 20, density = 6.781, surface area = 692.8203230275508
1423: It is a tetrahedron, a = 20, density = 14.881, surface area = 692.8203230275508
1424: It is a tetrahedron, a = 20, density = 4.067, surface area = 692.8203230275508
1425: It is a tetrahedron, a = 20, density = 2.948, surface area = 692.8203230275508
1426: It is a tetrahedron, a = 20, density = 3.494, surface area = 692.8203230275508
1427: It is a tetrahedron, a = 20, density = 9.979, surface area = 692.8203230275508
