Container contains 1000 elements:
1: It is a parallelepiped, a = 19, b = 20, c = 17, density = 5.246, surface area = 2086.0
335: It is a tetrahedron, a = 14, density = 7.101, surface area = 339.4819582834999
336: It is a tetrahedron, a = 14, density = 18.877, surface area = 339.4819582834999
337: It is a tetrahedron, a = 14, density = 12.009, surface area = 339.4819582834999
338: It is a tetrahedron, a = 14, density = 18.405, surface area = 339.4819582834999
339: It is a tetrahedron, a = 14, density = 13.233, surface area = 339.4819582834999
340: It is a parallelepiped, a = 4, b = 4, c = 19, density = 8.083, surface area = 336.0
341: It is a parallelepiped, a = 11, b = 5, c = 7, density = 11.52, surface area = 334.0
342: It is a parallelepiped, a = 3, b = 5, c = 19, density = 17.849, surface area = 334.0
343: It is a parallelepiped, a = 5, b = 14, c = 5, density = 15.475, surface area = 330.0
344: It is a parallelepiped, a = 10, b = 14, c = 1, density = 9.147, surface area = 328.0
345: It is a parallelepiped, a = 14, b = 4, c = 6, density = 3.608, surface area = 328.0
346: It is a parallelepiped, a = 14, b = 7, c = 3, density = 0.892, surface area = 322.0
347: It is a parallelepiped, a = 15, b = 9, c = 1, density = 1.52, surface area = 318.0
348: It is a parallelepiped, a = 9, b = 1, c = 15, density = 11.571, surface area = 318.0
349: It is a parallelepiped, a = 15, b = 9, c = 1, density = 7.926, surface area = 318.0
350: It is a parallelepiped, a = 9, b = 7, c = 6, density = 18.007, surface area = 318.0
351: It is a parallelepiped, a = 8, b = 5, c = 9, density = 1.917, surface area = 314.0
352: It is a parallelepiped, a = 6, b = 18, c = 2, density = 5.826, surface area = 312.0
353: It is a parallelepiped, a = 11, b = 2, c = 10, density = 9.987, surface area = 304.0
354: It is a parallelepiped, a = 8, b = 16, c = 1, density = 0.512, surface area = 304.0
355: It is a parallelepiped, a = 7, b = 13, c = 3, density = 6.145, surface area = 302.0
356: It is a parallelepiped, a = 5, b = 11, c = 6, density = 2.977, surface area = 302.0
357: It is a parallelepiped, a = 11, b = 4, c = 7, density = 7.889, surface area = 298.0
358: It is a parallelepiped, a = 9, b = 10, c = 3, density = 0.834, surface area = 294.0
359: It is a tetrahedron, a = 13, density = 4.89, surface area = 292.71658647914023
360: It is a tetrahedron, a = 13, density = 1.084, surface area = 292.71658647914023
361: It is a tetrahedron, a = 13, density = 17.861, surface area = 292.71658647914023
362: It is a tetrahedron, a = 13, density = 13.257, surface area = 292.71658647914023
363: It is a tetrahedron, a = 13, density = 8.427, surface area = 292.71658647914023
364: It is a tetrahedron, a = 13, density = 3.769, surface area = 292.71658647914023
365: It is a tetrahedron, a = 13, density = 12.106, surface area = 292.71658647914023
366: It is a tetrahedron, a = 13, density = 6.346, surface area = 292.71658647914023
367: It is a tetrahedron, a = 13, density = 12.885, surface area = 292.71658647914023
368: It is a tetrahedron, a = 13, density = 7.289, surface area = 292.71658647914023
369: It is a tetrahedron, a = 13, density = 13.386, surface area = 292.71658647914023
370: It is a tetrahedron, a = 13, density = 16.034, surface area = 292.71658647914023
371: It is a tetrahedron, a = 13, density = 18.097, surface area = 292.71658647914023
372: It is a tetrahedron, a = 13, density = 10.138, surface area = 292.71658647914023
373: It is a tetrahedron, a = 13, density = 8.835, surface area = 292.71658647914023
374: It is a parallelepiped, a = 6, b = 1, c = 20, density = 14.353, surface area = 292.0
375: It is a parallelepiped, a = 6, b = 8, c = 7, density = 1.83, surface area = 292.0
376: It is a parallelepiped, a = 6, b = 7, c = 8, density = 16.335, surface area = 292.0
377: It is a parallelepiped, a = 9, b = 7, c = 5, density = 1.959, surface area = 286.0
378: It is a parallelepiped, a = 19, b = 5, c = 2, density = 15.705, surface area = 286.0
379: It is a parallelepiped, a = 12, b = 1, c = 10, density = 0.697, surface area = 284.0
380: It is a parallelepiped, a = 2, b = 6, c = 16, density = 14.684, surface area = 280.0
381: It is a parallelepiped, a = 16, b = 6, c = 2, density = 6.211, surface area = 280.0
382: It is a parallelepiped, a = 11, b = 9, c = 2, density = 10.324, surface area = 278.0
383: It is a parallelepiped, a = 9, b = 13, c = 1, density = 17.022, surface area = 278.0
384: It is a parallelepiped, a = 1, b = 6, c = 19, density = 17.885, surface area = 278.0
385: It is a parallelepiped, a = 7, b = 1, c = 16, density = 11.841, surface area = 270.0
386: It is a parallelepiped, a = 1, b = 14, c = 8, density = 2.466, surface area = 268.0
387: It is a parallelepiped, a = 1, b = 14, c = 8, density = 18.106, surface area = 268.0
388: It is a parallelepiped, a = 2, b = 6, c = 15, density = 6.511, surface area = 264.0
389: It is a parallelepiped, a = 12, b = 5, c = 4, density = 2.928, surface area = 256.0
390: It is a sphere, r = 20, density = 17.115, surface area = 251.32000000000002
391: It is a sphere, r = 20, density = 3.933, surface area = 251.32000000000002
392: It is a sphere, r = 20, density = 19.637, surface area = 251.32000000000002
393: It is a sphere, r = 20, density = 5.813, surface area = 251.32000000000002
394: It is a sphere, r = 20, density = 3.328, surface area = 251.32000000000002
395: It is a sphere, r = 20, density = 4.182, surface area = 251.32000000000002
396: It is a sphere, r = 20, density = 1.57, surface area = 251.32000000000002
397: It is a sphere, r = 20, density = 18.25, surface area = 251.32000000000002
398: It is a sphere, r = 20, density = 17.14, surface area = 251.32000000000002
399: It is a sphere, r = 20, density = 12.83, surface area = 251.32000000000002
400: It is a sphere, r = 20, density = 7.951, surface area = 251.32000000000002
401: It is a sphere, r = 20, density = 5.886, surface area = 251.32000000000002
402: It is a sphere, r = 20, density = 11.016, surface area = 251.32000000000002
403: It is a sphere, r = 20, density = 8.562, surface area = 251.32000000000002
404: It is a sphere, r = 20, density = 11.754, surface area = 251.32000000000002
405: It is a tetrahedron, a = 12, density = 18.941, surface area = 249.41531628991834
406: It is a tetrahedron, a = 12, density = 12.423, surface area = 249.41531628991834
407: It is a tetrahedron, a = 12, density = 2.045, surface area = 249.41531628991834
408: It is a tetrahedron, a = 12, density = 5.136, surface area = 249.41531628991834
409: It is a tetrahedron, a = 12, density = 19.673, surface area = 249.41531628991834
410: It is a tetrahedron, a = 12, density = 9.736, surface area = 249.41531628991834
411: It is a tetrahedron, a = 12, density = 0.787, surface area = 249.41531628991834
412: It is a tetrahedron, a = 12, density = 7.832, surface area = 249.41531628991834
413: It is a tetrahedron, a = 12, density = 0.403, surface area = 249.41531628991834
414: It is a tetrahedron, a = 12, density = 10.482, surface area = 249.41531628991834
415: It is a tetrahedron, a = 12, density = 15.591, surface area = 249.41531628991834
416: It is a tetrahedron, a = 12, density = 16.579, surface area = 249.41531628991834
417: It is a parallelepiped, a = 10, b = 4, c = 6, density = 10.345, surface area = 248.0
418: It is a parallelepiped, a = 16, b = 3, c = 4, density = 10.116, surface area = 248.0
419: It is a parallelepiped, a = 7, b = 12, c = 2, density = 1.864, surface area = 244.0
420: It is a parallelepiped, a = 7, b = 12, c = 2, density = 17.281, surface area = 244.0
421: It is a parallelepiped, a = 5, b = 2, c = 16, density = 6.839, surface area = 244.0
422: It is a parallelepiped, a = 12, b = 7, c = 2, density = 7.32, surface area = 244.0
423: It is a parallelepiped, a = 5, b = 16, c = 2, density = 12.458, surface area = 244.0
424: It is a parallelepiped, a = 5, b = 16, c = 2, density = 7.315, surface area = 244.0
425: It is a parallelepiped, a = 7, b = 6, c = 6, density = 15.337, surface area = 240.0
426: It is a sphere, r = 19, density = 18.437, surface area = 238.75400000000002
427: It is a sphere, r = 19, density = 18.653, surface area = 238.75400000000002
428: It is a sphere, r = 19, density = 2.551, surface area = 238.75400000000002
429: It is a sphere, r = 19, density = 9.201, surface area = 238.75400000000002
430: It is a sphere, r = 19, density = 2.441, surface area = 238.75400000000002
431: It is a sphere, r = 19, density = 10.78, surface area = 238.75400000000002
432: It is a sphere, r = 19, density = 1.755, surface area = 238.75400000000002
433: It is a sphere, r = 19, density = 4.745, surface area = 238.75400000000002
434: It is a sphere, r = 19, density = 7.712, surface area = 238.75400000000002
435: It is a sphere, r = 19, density = 13.009, surface area = 238.75400000000002
436: It is a sphere, r = 19, density = 5.626, surface area = 238.75400000000002
437: It is a sphere, r = 19, density = 4.506, surface area = 238.75400000000002
438: It is a sphere, r = 19, density = 7.608, surface area = 238.75400000000002
439: It is a sphere, r = 19, density = 8.412, surface area = 238.75400000000002
440: It is a parallelepiped, a = 6, b = 13, c = 2, density = 17.405, surface area = 232.0
441: It is a sphere, r = 18, density = 9.565, surface area = 226.18800000000002
442: It is a sphere, r = 18, density = 14.652, surface area = 226.18800000000002
443: It is a sphere, r = 18, density = 17.023, surface area = 226.18800000000002
444: It is a sphere, r = 18, density = 6.137, surface area = 226.18800000000002
445: It is a sphere, r = 18, density = 10.489, surface area = 226.18800000000002
446: It is a sphere, r = 18, density = 0.878, surface area = 226.18800000000002
447: It is a sphere, r = 18, density = 14.052, surface area = 226.18800000000002
448: It is a sphere, r = 18, density = 9.127, surface area = 226.18800000000002
449: It is a sphere, r = 18, density = 9.922, surface area = 226.18800000000002
450: It is a sphere, r = 18, density = 8.605, surface area = 226.18800000000002
451: It is a sphere, r = 18, density = 10.008, surface area = 226.18800000000002
452: It is a sphere, r = 18, density = 10.487, surface area = 226.18800000000002
453: It is a sphere, r = 18, density = 8.34, surface area = 226.18800000000002
454: It is a sphere, r = 18, density = 15.961, surface area = 226.18800000000002
455: It is a sphere, r = 18, density = 11.083, surface area = 226.18800000000002
456: It is a sphere, r = 18, density = 9.097, surface area = 226.18800000000002
457: It is a sphere, r = 18, density = 6.739, surface area = 226.18800000000002
458: It is a sphere, r = 18, density = 19.645, surface area = 226.18800000000002
459: It is a parallelepiped, a = 8, b = 8, c = 3, density = 13.518, surface area = 224.0
460: It is a parallelepiped, a = 9, b = 3, c = 7, density = 15.408, surface area = 222.0
461: It is a parallelepiped, a = 7, b = 13, c = 1, density = 13.954, surface area = 222.0
462: It is a parallelepiped, a = 3, b = 9, c = 7, density = 15.094, surface area = 222.0
463: It is a parallelepiped, a = 3, b = 12, c = 5, density = 15.069, surface area = 222.0
464: It is a parallelepiped, a = 14, b = 4, c = 3, density = 19.788, surface area = 220.0
465: It is a parallelepiped, a = 17, b = 4, c = 2, density = 3.938, surface area = 220.0
466: It is a parallelepiped, a = 3, b = 6, c = 10, density = 12.11, surface area = 216.0
467: It is a sphere, r = 17, density = 8.36, surface area = 213.622
468: It is a sphere, r = 17, density = 1.179, surface area = 213.622
469: It is a sphere, r = 17, density = 9.317, surface area = 213.622
470: It is a sphere, r = 17, density = 9.024, surface area = 213.622
471: It is a sphere, r = 17, density = 5.158, surface area = 213.622
472: It is a sphere, r = 17, density = 3.809, surface area = 213.622
473: It is a sphere, r = 17, density = 14.042, surface area = 213.622
474: It is a sphere, r = 17, density = 10.243, surface area = 213.622
475: It is a sphere, r = 17, density = 0.921, surface area = 213.622
476: It is a sphere, r = 17, density = 1.883, surface area = 213.622
477: It is a sphere, r = 17, density = 0.148, surface area = 213.622
478: It is a sphere, r = 17, density = 16.545, surface area = 213.622
479: It is a sphere, r = 17, density = 16.111, surface area = 213.622
480: It is a sphere, r = 17, density = 6.11, surface area = 213.622
481: It is a parallelepiped, a = 8, b = 2, c = 9, density = 19.756, surface area = 212.0
482: It is a tetrahedron, a = 11, density = 11.646, surface area = 209.57814771583415
483: It is a tetrahedron, a = 11, density = 1.465, surface area = 209.57814771583415
484: It is a tetrahedron, a = 11, density = 12.592, surface area = 209.57814771583415
485: It is a tetrahedron, a = 11, density = 1.172, surface area = 209.57814771583415
486: It is a tetrahedron, a = 11, density = 6.039, surface area = 209.57814771583415
487: It is a tetrahedron, a = 11, density = 9.985, surface area = 209.57814771583415
488: It is a tetrahedron, a = 11, density = 8.724, surface area = 209.57814771583415
489: It is a tetrahedron, a = 11, density = 18.793, surface area = 209.57814771583415
490: It is a tetrahedron, a = 11, density = 7.166, surface area = 209.57814771583415
491: It is a tetrahedron, a = 11, density = 5.619, surface area = 209.57814771583415
492: It is a tetrahedron, a = 11, density = 12.894, surface area = 209.57814771583415
493: It is a tetrahedron, a = 11, density = 15.039, surface area = 209.57814771583415
494: It is a tetrahedron, a = 11, density = 1.235, surface area = 209.57814771583415
495: It is a tetrahedron, a = 11, density = 7.415, surface area = 209.57814771583415
496: It is a tetrahedron, a = 11, density = 2.589, surface area = 209.57814771583415
497: It is a tetrahedron, a = 11, density = 8.133, surface area = 209.57814771583415
498: It is a tetrahedron, a = 11, density = 14.641, surface area = 209.57814771583415
499: It is a parallelepiped, a = 5, b = 2, c = 13, density = 6.189, surface area = 202.0
500: It is a parallelepiped, a = 2, b = 19, c = 3, density = 19.359, surface area = 202.0
501: It is a parallelepiped, a = 1, b = 5, c = 16, density = 13.72, surface area = 202.0
502: It is a parallelepiped, a = 5, b = 16, c = 1, density = 14.809, surface area = 202.0
503: It is a sphere, r = 16, density = 9.023, surface area = 201.056
504: It is a sphere, r = 16, density = 18.912, surface area = 201.056
505: It is a sphere, r = 16, density = 9.729, surface area = 201.056
506: It is a sphere, r = 16, density = 18.382, surface area = 201.056
507: It is a sphere, r = 16, density = 3.579, surface area = 201.056
508: It is a sphere, r = 16, density = 18.702, surface area = 201.056
509: It is a sphere, r = 16, density = 8.277, surface area = 201.056
510: It is a sphere, r = 16, density = 12.402, surface area = 201.056
511: It is a sphere, r = 16, density = 14.571, surface area = 201.056
512: It is a parallelepiped, a = 8, b = 8, c = 2, density = 18.958, surface area = 192.0
513: It is a parallelepiped, a = 11, b = 1, c = 7, density = 12.283, surface area = 190.0
514: It is a parallelepiped, a = 9, b = 7, c = 2, density = 11.702, surface area = 190.0
515: It is a sphere, r = 15, density = 10.982, surface area = 188.49
516: It is a sphere, r = 15, density = 2.261, surface area = 188.49
517: It is a sphere, r = 15, density = 9.3, surface area = 188.49
518: It is a sphere, r = 15, density = 16.228, surface area = 188.49
519: It is a sphere, r = 15, density = 19.547, surface area = 188.49
520: It is a sphere, r = 15, density = 2.844, surface area = 188.49
521: It is a sphere, r = 15, density = 6.873, surface area = 188.49
522: It is a sphere, r = 15, density = 12.842, surface area = 188.49
523: It is a sphere, r = 15, density = 7.52, surface area = 188.49
524: It is a sphere, r = 15, density = 17.251, surface area = 188.49
525: It is a sphere, r = 15, density = 15.936, surface area = 188.49
526: It is a sphere, r = 15, density = 7.329, surface area = 188.49
527: It is a sphere, r = 15, density = 16.237, surface area = 188.49
528: It is a sphere, r = 15, density = 10.675, surface area = 188.49
529: It is a sphere, r = 15, density = 3.498, surface area = 188.49
530: It is a sphere, r = 15, density = 6.881, surface area = 188.49
531: It is a sphere, r = 15, density = 18.057, surface area = 188.49
532: It is a sphere, r = 15, density = 5.051, surface area = 188.49
533: It is a sphere, r = 15, density = 8.578, surface area = 188.49
534: It is a sphere, r = 15, density = 7.455, surface area = 188.49
535: It is a sphere, r = 15, density = 19.113, surface area = 188.49
536: It is a sphere, r = 15, density = 18.887, surface area = 188.49
537: It is a parallelepiped, a = 1, b = 4, c = 18, density = 15.916, surface area = 188.0
538: It is a parallelepiped, a = 14, b = 2, c = 4, density = 6.677, surface area = 184.0
539: It is a parallelepiped, a = 6, b = 12, c = 1, density = 4.577, surface area = 180.0
540: It is a parallelepiped, a = 4, b = 9, c = 4, density = 16.747, surface area = 176.0
541: It is a sphere, r = 14, density = 17.063, surface area = 175.924
542: It is a sphere, r = 14, density = 10.435, surface area = 175.924
543: It is a sphere, r = 14, density = 11.512, surface area = 175.924
544: It is a sphere, r = 14, density = 9.248, surface area = 175.924
545: It is a sphere, r = 14, density = 3.327, surface area = 175.924
546: It is a sphere, r = 14, density = 4.605, surface area = 175.924
547: It is a sphere, r = 14, density = 2.34, surface area = 175.924
548: It is a sphere, r = 14, density = 7.643, surface area = 175.924
549: It is a sphere, r = 14, density = 6.356, surface area = 175.924
550: It is a sphere, r = 14, density = 15.442, surface area = 175.924
551: It is a sphere, r = 14, density = 10.663, surface area = 175.924
552: It is a sphere, r = 14, density = 14.971, surface area = 175.924
553: It is a sphere, r = 14, density = 18.608, surface area = 175.924
554: It is a sphere, r = 14, density = 14.238, surface area = 175.924
555: It is a sphere, r = 14, density = 4.706, surface area = 175.924
556: It is a sphere, r = 14, density = 16.541, surface area = 175.924
557: It is a sphere, r = 14, density = 18.759, surface area = 175.924
558: It is a sphere, r = 14, density = 13.042, surface area = 175.924
559: It is a sphere, r = 14, density = 9.382, surface area = 175.924
560: It is a sphere, r = 14, density = 19.119, surface area = 175.924
561: It is a sphere, r = 14, density = 3.991, surface area = 175.924
562: It is a sphere, r = 14, density = 0.278, surface area = 175.924
563: It is a sphere, r = 14, density = 7.702, surface area = 175.924
564: It is a parallelepiped, a = 11, b = 2, c = 5, density = 4.379, surface area = 174.0
565: It is a parallelepiped, a = 5, b = 11, c = 2, density = 6.525, surface area = 174.0
566: It is a tetrahedron, a = 10, density = 19.033, surface area = 173.2050807568877
567: It is a tetrahedron, a = 10, density = 0.983, surface area = 173.2050807568877
568: It is a tetrahedron, a = 10, density = 11.406, surface area = 173.2050807568877
569: It is a tetrahedron, a = 10, density = 17.253, surface area = 173.2050807568877
570: It is a tetrahedron, a = 10, density = 5.712, surface area = 173.2050807568877
571: It is a tetrahedron, a = 10, density = 10.157, surface area = 173.2050807568877
572: It is a tetrahedron, a = 10, density = 2.615, surface area = 173.2050807568877
573: It is a tetrahedron, a = 10, density = 0.135, surface area = 173.2050807568877
574: It is a tetrahedron, a = 10, density = 4.148, surface area = 173.2050807568877
575: It is a tetrahedron, a = 10, density = 15.786, surface area = 173.2050807568877
576: It is a tetrahedron, a = 10, density = 8.99, surface area = 173.2050807568877
577: It is a tetrahedron, a = 10, density = 0.633, surface area = 173.2050807568877
578: It is a tetrahedron, a = 10, density = 10.773, surface area = 173.2050807568877
579: It is a tetrahedron, a = 10, density = 11.581, surface area = 173.2050807568877
580: It is a tetrahedron, a = 10, density = 13.994, surface area = 173.2050807568877
581: It is a tetrahedron, a = 10, density = 8.174, surface area = 173.2050807568877
582: It is a tetrahedron, a = 10, density = 17.703, surface area = 173.2050807568877
583: It is a tetrahedron, a = 10, density = 3.305, surface area = 173.2050807568877
584: It is a tetrahedron, a = 10, density = 2.968, surface area = 173.2050807568877
585: It is a parallelepiped, a = 3, b = 10, c = 4, density = 6.508, surface area = 164.0
586: It is a sphere, r = 13, density = 6.136, surface area = 163.358
587: It is a sphere, r = 13, density = 16.641, surface area = 163.358
588: It is a sphere, r = 13, density = 14.575, surface area = 163.358
589: It is a sphere, r = 13, density = 17.746, surface area = 163.358
590: It is a sphere, r = 13, density = 6.436, surface area = 163.358
591: It is a sphere, r = 13, density = 7.367, surface area = 163.358
592: It is a sphere, r = 13, density = 16.384, surface area = 163.358
593: It is a sphere, r = 13, density = 5.466, surface area = 163.358
594: It is a sphere, r = 13, density = 14.863, surface area = 163.358
595: It is a sphere, r = 13, density = 9.095, surface area = 163.358
596: It is a sphere, r = 13, density = 5.928, surface area = 163.358
597: It is a sphere, r = 13, density = 1.158, surface area = 163.358
598: It is a sphere, r = 13, density = 5.948, surface area = 163.358
599: It is a sphere, r = 13, density = 11.227, surface area = 163.358
600: It is a sphere, r = 13, density = 6.997, surface area = 163.358
601: It is a sphere, r = 13, density = 14.181, surface area = 163.358
602: It is a sphere, r = 13, density = 11.557, surface area = 163.358
603: It is a sphere, r = 13, density = 0.782, surface area = 163.358
604: It is a parallelepiped, a = 3, b = 12, c = 3, density = 16.765, surface area = 162.0
605: It is a parallelepiped, a = 2, b = 3, c = 15, density = 11.296, surface area = 162.0
606: It is a parallelepiped, a = 6, b = 3, c = 7, density = 7.277, surface area = 162.0
607: It is a parallelepiped, a = 10, b = 2, c = 5, density = 17.191, surface area = 160.0
608: It is a parallelepiped, a = 1, b = 12, c = 5, density = 5.456, surface area = 154.0
609: It is a parallelepiped, a = 5, b = 1, c = 12, density = 15.131, surface area = 154.0
610: It is a sphere, r = 12, density = 19.855, surface area = 150.792
611: It is a sphere, r = 12, density = 18.8, surface area = 150.792
612: It is a sphere, r = 12, density = 7.097, surface area = 150.792
613: It is a sphere, r = 12, density = 15.704, surface area = 150.792
614: It is a sphere, r = 12, density = 3.675, surface area = 150.792
615: It is a sphere, r = 12, density = 12.72, surface area = 150.792
616: It is a sphere, r = 12, density = 5.833, surface area = 150.792
617: It is a sphere, r = 12, density = 9.648, surface area = 150.792
618: It is a sphere, r = 12, density = 12.826, surface area = 150.792
619: It is a sphere, r = 12, density = 14.674, surface area = 150.792
620: It is a sphere, r = 12, density = 10.63, surface area = 150.792
621: It is a parallelepiped, a = 9, b = 4, c = 3, density = 3.724, surface area = 150.0
622: It is a parallelepiped, a = 1, b = 4, c = 14, density = 17.24, surface area = 148.0
623: It is a parallelepiped, a = 1, b = 4, c = 14, density = 6.999, surface area = 148.0
624: It is a parallelepiped, a = 4, b = 7, c = 4, density = 19.579, surface area = 144.0
625: It is a parallelepiped, a = 11, b = 1, c = 5, density = 15.867, surface area = 142.0
626: It is a tetrahedron, a = 9, density = 0.971, surface area = 140.29611541307904
627: It is a tetrahedron, a = 9, density = 17.727, surface area = 140.29611541307904
628: It is a tetrahedron, a = 9, density = 4.663, surface area = 140.29611541307904
629: It is a tetrahedron, a = 9, density = 5.775, surface area = 140.29611541307904
630: It is a tetrahedron, a = 9, density = 19.498, surface area = 140.29611541307904
631: It is a tetrahedron, a = 9, density = 7.182, surface area = 140.29611541307904
632: It is a tetrahedron, a = 9, density = 8.302, surface area = 140.29611541307904
633: It is a tetrahedron, a = 9, density = 16.683, surface area = 140.29611541307904
634: It is a tetrahedron, a = 9, density = 17.012, surface area = 140.29611541307904
635: It is a tetrahedron, a = 9, density = 14.728, surface area = 140.29611541307904
636: It is a tetrahedron, a = 9, density = 7.521, surface area = 140.29611541307904
637: It is a tetrahedron, a = 9, density = 15.413, surface area = 140.29611541307904
638: It is a tetrahedron, a = 9, density = 17.034, surface area = 140.29611541307904
639: It is a tetrahedron, a = 9, density = 19.458, surface area = 140.29611541307904
640: It is a tetrahedron, a = 9, density = 12.446, surface area = 140.29611541307904
641: It is a tetrahedron, a = 9, density = 2.416, surface area = 140.29611541307904
642: It is a sphere, r = 11, density = 10.823, surface area = 138.226
643: It is a sphere, r = 11, density = 5.556, surface area = 138.226
644: It is a sphere, r = 11, density = 13.258, surface area = 138.226
645: It is a sphere, r = 11, density = 12.197, surface area = 138.226
646: It is a sphere, r = 11, density = 3.564, surface area = 138.226
647: It is a sphere, r = 11, density = 13.452, surface area = 138.226
648: It is a sphere, r = 11, density = 4.976, surface area = 138.226
649: It is a sphere, r = 11, density = 3.106, surface area = 138.226
650: It is a sphere, r = 11, density = 8.788, surface area = 138.226
651: It is a sphere, r = 11, density = 0.839, surface area = 138.226
652: It is a sphere, r = 11, density = 5.09, surface area = 138.226
653: It is a sphere, r = 11, density = 8.045, surface area = 138.226
654: It is a sphere, r = 11, density = 1.785, surface area = 138.226
655: It is a sphere, r = 11, density = 12.347, surface area = 138.226
656: It is a sphere, r = 11, density = 19.228, surface area = 138.226
657: It is a parallelepiped, a = 6, b = 1, c = 9, density = 18.972, surface area = 138.0
658: It is a parallelepiped, a = 7, b = 7, c = 1, density = 11.098, surface area = 126.0
659: It is a sphere, r = 10, density = 6.742, surface area = 125.66000000000001
660: It is a sphere, r = 10, density = 18.022, surface area = 125.66000000000001
661: It is a sphere, r = 10, density = 6.366, surface area = 125.66000000000001
662: It is a sphere, r = 10, density = 12.357, surface area = 125.66000000000001
663: It is a sphere, r = 10, density = 4.798, surface area = 125.66000000000001
664: It is a sphere, r = 10, density = 19.02, surface area = 125.66000000000001
665: It is a sphere, r = 10, density = 15.377, surface area = 125.66000000000001
666: It is a sphere, r = 10, density = 3.096, surface area = 125.66000000000001
667: It is a sphere, r = 10, density = 14.528, surface area = 125.66000000000001
668: It is a sphere, r = 10, density = 2.051, surface area = 125.66000000000001
669: It is a sphere, r = 10, density = 17.357, surface area = 125.66000000000001
670: It is a sphere, r = 10, density = 3.907, surface area = 125.66000000000001
671: It is a sphere, r = 10, density = 0.321, surface area = 125.66000000000001
672: It is a sphere, r = 10, density = 5.028, surface area = 125.66000000000001
673: It is a sphere, r = 10, density = 0.553, surface area = 125.66000000000001
674: It is a sphere, r = 10, density = 6.82, surface area = 125.66000000000001
675: It is a sphere, r = 10, density = 7.586, surface area = 125.66000000000001
676: It is a sphere, r = 10, density = 19.015, surface area = 125.66000000000001
677: It is a sphere, r = 10, density = 5.692, surface area = 125.66000000000001
678: It is a sphere, r = 10, density = 9.89, surface area = 125.66000000000001
679: It is a sphere, r = 10, density = 4.809, surface area = 125.66000000000001
680: It is a sphere, r = 10, density = 11.678, surface area = 125.66000000000001
681: It is a sphere, r = 10, density = 8.866, surface area = 125.66000000000001
682: It is a sphere, r = 10, density = 13.136, surface area = 125.66000000000001
683: It is a sphere, r = 10, density = 3.19, surface area = 125.66000000000001
684: It is a sphere, r = 10, density = 10.223, surface area = 125.66000000000001
685: It is a sphere, r = 10, density = 3.21, surface area = 125.66000000000001
686: It is a parallelepiped, a = 8, b = 6, c = 1, density = 6.013, surface area = 124.0
687: It is a parallelepiped, a = 3, b = 1, c = 14, density = 17.514, surface area = 118.0
688: It is a parallelepiped, a = 11, b = 4, c = 1, density = 4.544, surface area = 118.0
689: It is a sphere, r = 9, density = 15.283, surface area = 113.09400000000001
690: It is a sphere, r = 9, density = 10.424, surface area = 113.09400000000001
691: It is a sphere, r = 9, density = 15.947, surface area = 113.09400000000001
692: It is a sphere, r = 9, density = 1.754, surface area = 113.09400000000001
693: It is a sphere, r = 9, density = 18.194, surface area = 113.09400000000001
694: It is a sphere, r = 9, density = 1.628, surface area = 113.09400000000001
695: It is a sphere, r = 9, density = 5.927, surface area = 113.09400000000001
696: It is a sphere, r = 9, density = 17.854, surface area = 113.09400000000001
697: It is a sphere, r = 9, density = 4.201, surface area = 113.09400000000001
698: It is a sphere, r = 9, density = 16.348, surface area = 113.09400000000001
699: It is a sphere, r = 9, density = 7.101, surface area = 113.09400000000001
700: It is a sphere, r = 9, density = 5.566, surface area = 113.09400000000001
701: It is a sphere, r = 9, density = 11.585, surface area = 113.09400000000001
702: It is a sphere, r = 9, density = 1.057, surface area = 113.09400000000001
703: It is a tetrahedron, a = 8, density = 17.109, surface area = 110.85125168440814
704: It is a tetrahedron, a = 8, density = 9.749, surface area = 110.85125168440814
705: It is a tetrahedron, a = 8, density = 14.725, surface area = 110.85125168440814
706: It is a tetrahedron, a = 8, density = 0.515, surface area = 110.85125168440814
707: It is a tetrahedron, a = 8, density = 14.223, surface area = 110.85125168440814
708: It is a tetrahedron, a = 8, density = 4.705, surface area = 110.85125168440814
709: It is a tetrahedron, a = 8, density = 16.182, surface area = 110.85125168440814
710: It is a tetrahedron, a = 8, density = 16.344, surface area = 110.85125168440814
711: It is a tetrahedron, a = 8, density = 12.665, surface area = 110.85125168440814
712: It is a tetrahedron, a = 8, density = 1.22, surface area = 110.85125168440814
713: It is a tetrahedron, a = 8, density = 7.527, surface area = 110.85125168440814
714: It is a tetrahedron, a = 8, density = 3.162, surface area = 110.85125168440814
715: It is a tetrahedron, a = 8, density = 13.743, surface area = 110.85125168440814
716: It is a tetrahedron, a = 8, density = 2.678, surface area = 110.85125168440814
717: It is a tetrahedron, a = 8, density = 14.411, surface area = 110.85125168440814
718: It is a tetrahedron, a = 8, density = 13.64, surface area = 110.85125168440814
719: It is a tetrahedron, a = 8, density = 5.445, surface area = 110.85125168440814
720: It is a parallelepiped, a = 10, b = 4, c = 1, density = 19.971, surface area = 108.0
721: It is a sphere, r = 8, density = 17.622, surface area = 100.528
722: It is a sphere, r = 8, density = 2.423, surface area = 100.528
723: It is a sphere, r = 8, density = 13.712, surface area = 100.528
724: It is a sphere, r = 8, density = 19.885, surface area = 100.528
725: It is a sphere, r = 8, density = 1.588, surface area = 100.528
726: It is a sphere, r = 8, density = 9.856, surface area = 100.528
